PPN	Signatur	Signatur_PPN	Product	DateCreated	Artist	
223857173	RS 1309	RS 1309 223857173	Mea culpa 1 / Orchestra Bella Bella - African	1976	Kahamba, Shaba / Orchestre Bella-Bella	
223858188	RS 1311	RS 1311 223858188	Ki camarade / Orchestre G. O. Malebo - African	1974	Mylyampene, Menghe / Orchestre G. O. Malebo	
223859109	RS 1312	RS 1312 223859109	Mobali ya ngelele / Orchestre Vox Africa - African	1968	Bombenga / Orchestre Vox Africa	
22385980X	RS 1313	RS 1313 22385980X	Naboyi ba débordements / Orchestre African-Jazz - African	1970	Kwamy / African Jazz	
223877123	RS 1314	RS 1314 223877123	Likala ya moto / Rochereau. Orchestre African Fiesta - African	1966	Ley, Tabu / African Fiesta	
223877875	RS 1315	RS 1315 223877875	Nganda ya diallo / Rochereau. Orchestre African Fiesta - African	1966	Ley, Tabu / African Fiesta	
223878405	RS 1316	RS 1316 223878405	Oh madame de la maison / Orchestre O. K. Jazz - African	1966	Verckys / Tout-Puissant OK Jazz	
223888443	RS 1318	RS 1318 223888443	Animez - 1 / Orchestre Lokoko - African	1975	Makanga, Ulima / Lok Lok Lokoko	
223888648	RS 1319	RS 1319 223888648	Bumba - 1 / Orchestre Baya Baya - African	1975	Ndolo wa Dola / Orchestre Baya Baya	
223893455	RS 1320	RS 1320 223893455	Mamileli - 1 / Orchestre Mombo Mombo - African	1976	Misamu, Yedi / Orchestre Mombo Mombo	
223894389	RS 1321	RS 1321 223894389	Bango nionso bambanda / Orchestre O.K. Jazz - African	1969	Tout-Puissant OK Jazz	
223959774	RS 1322	RS 1322 223959774	Photo Madjesi - A / Orchestre Sosoliso - African	1974	Matadidi, Mario / Orchestre Sosoliso	
223960748	RS 1323	RS 1323 223960748	Kopalangana  - 1 / Orchestre Bella-Bella [auf der Plattenhülle: Les Frères Soki] - African	1974	Soki Vangu / Soki Dianzenza / Orchestre Bella-Bella	
22396347X	RS 1324	RS 1324 22396347X	Zain[?]o / Docteur Nico et l'orchestre African Fiesta - African	1967	Nico <Docteur> / African Fiesta	
223965448	RS 1325	RS 1325 223965448	Limbisa ngai / Orchestre African Fiesta - African	1968	Ngwalau, Michel / African Fiesta	
223968714	RS 1326	RS 1326 223968714	Tu m'as deçu chouchou / Orchestre African Fiesta - African	1968	Nico <Docteur> / African Fiesta	
22401000X	RS 1327	RS 1327 22401000X	Marie Anne / Orchestre African Fiesta Sukisa - African	1970	Nico <Docteur> / Josky / African Fiesta	
224010522	RS 1328	RS 1328 224010522	Nzotu tambo loposo ntaba / Dr. Nico et l'African Fiesta Sukisa - African	1970	Nico <Docteur> / African Fiesta	
224011294	RS 1329	RS 1329 224011294	Asala malekoun : danse Matracfort / Dr. Nico et l'African Fiesta Sukisa - African	1970	Nico <Docteur> / African Fiesta	
224528580	RS 1330	RS 1330 224528580	Obesisi ngai lokumu / Dr. Nico et l'African Fiesta Sukisa - African	1970	Nico <Docteur> / African Fiesta	
224529129	RS 1331	RS 1331 224529129	Bolingo ezali mpo na kisite / Orchestre African Fiesta Sukisa - African	1970	Josky / Nico <Docteur> / African Fiesta	
22452948X	RS 1332	RS 1332 22452948X	Fanta Diara / Dr. Nico et l'African Fiesta Sukisa - African	1970	Nico <Docteur> / African Fiesta	
224529986	RS 1333	RS 1333 224529986	Linga mobali alin gi yo / Orchestre African Fiesta Sukisa - African	1972	Nico <Docteur> / African Fiesta	
224538519	RS 1334	RS 1334 224538519	Mansanga / Dr. Kasanda Nico et Orchestre African Fiesta - African	1972	Nico <Docteur> / African Fiesta	
224539043	RS 1335	RS 1335 224539043	Extrait show Kasanda-Nico / Nico. Orchestre African Fiesta Sukisa - African	1972	Nico <Docteur> / African Fiesta	
22453940X	RS 1336	RS 1336 22453940X	Dr. Nico et tour d'Afrique / Nico. Orchestre Fiesta National - African	1968	Nico <Docteur> / African Fiesta	
224539647	RS 1337	RS 1337 224539647	Masanga / Orchestre Bella-Bella - African	1971	Soki Vangu / Orchestre Bella-Bella	
224542494	RS 1338	RS 1338 224542494	Nakomitunaka / Orchestre Vévé - African	1972	Verckys / Orchestre Veve	
22454280X	RS 1339	RS 1339 22454280X	Milly / Orchestre Bella-Bella - African	1972	Barel, Billy / Soki Vangu / Orchestre Bella-Bella	
224543148	RS 1340	RS 1340 224543148	Lusamba / Orchestre Lipua-Lipua - African	1973	Orchestre Lipua-Lipua	
224583328	RS 1341	RS 1341 224583328	Mbondo 1 / Orchestre Lipua-Lipua - African	1975	Vata Mombassa / Orchestre Lipua-Lipua	
224584456	RS 1342	RS 1342 224584456	Muana Kiam / Orchestre Kiam - African	1975	Bola, Mboyo / Ilonge, Botuli / Orchestre Kiam	
224584804	RS 1343	RS 1343 224584804	9ème Commendement - 1 / Orchestre Lipua-Lipua - African	1975	Tedia, Wunumbakidi / Orchestre Lipua-Lipua	
226190617	RS 1414	RS 1414 226190617	V. C. Monica (Highlife) / Daddy Locomotive ; N'gabu Marcel. Congo Star Band - 	1980	Daddy Locomotive / N'gabu, Marcel / Congo Star Band	
226247708	RS 1416	RS 1416 226247708	Aqui Congo Star (Pachanga) / Marcelin. Congo Star Band - S. A. Faraj	1980	Marcelin / Congo Star Band	
226251659	RS 1420	RS 1420 226251659	Mandona : danse Kono / Dr. Kasanda Nico et Orchestre African Fiesta Sukisa - African	1972	Nico <Docteur> / African Fiesta	
226284492	RS 1421	RS 1421 226284492	Asala malekoun / Dr. Nico et l'African Fiesta Sukisa - DECCA	1970	Nico <Docteur> / African Fiesta	
226285278	RS 1422	RS 1422 226285278	Mimi Ley / Orchestre Afrisa L'International - African	1974	Ley, Tabu / Deyes / Afrisa International Orchestra	
228296447	RS 1717	RS 1717 228296447	Ba pensées nounou Part 1 / Orch. Vévé. Nguendi Aladji - Phonogram	1970	Nguendi Aladji / Orchestre Veve	
228297079	RS 1718	RS 1718 228297079	Haraka baina baraka : Part 1 / Orch. Bana Ekanga. Nana Akumu - Umoja	1970	Akumu, Nana / Orchestre Bana Ekanga	
228297648	RS 1719	RS 1719 228297648	Dunia mambo part 1 / O[r]che. Zeir-Ken-Show. Diana - NMS	1970	Diana / Orchestre Zeir-Ken-Show	
228411270	RS 1720	RS 1720 228411270	Kaful Mafay Part 1 / Orch. Afrisa. Tabu Ley - Polygram	1982	Ley, Tabu / Afrisa International Orchestra	
228411785	RS 1721	RS 1721 228411785	Bois noir Part 1 / Kiesse Diambu - Polygram	1982	Kiesse, Diambu	
228412706	RS 1722	RS 1722 228412706	Sisili Part 1 / Orch. Shika Shika. Jimi Moni Mambo ; Siama - Hit Parade/Audio Productions	1981	Monimambo, Jim / Siama / Orchestre Shika Shika	
228423783	RS 1723	RS 1723 228423783	Kamulewa Part 1 / Orch. Les Jaca - A.C. Kochomo	1975	Wa Mandefu, Mandefu / Orchestre Les Jaca	
228425379	RS 1724	RS 1724 228425379	Namona yo wapi Part 1 / Orch. Lipua Lipua - Sakumuna	1975	Maluku / Orchestre Lipua-Lipua	
228432146	RS 1725	RS 1725 228432146	Habari yako Part 1 / Orch. Shika Shika. Jim Moni Mambo - Umoja Mwanashambe/Umoja Record Prod.	1981	Monimambo, Jim / Orchestre Shika Shika	
228437296	RS 1728	RS 1728 228437296	Bella Amicha Part 1 / Théo Blaise Kounkou - Polygram	1981	Kounkou, Théo Blaise	
228437873	RS 1729	RS 1729 228437873	Bebe / Orch. Jambo Jambo. Kazembe Ngandu (Gerald) - Phonogram	1980	Kazembe, Gérard / Orchestre Jambo-Jambo	
228438810	RS 1730	RS 1730 228438810	Samedi soir Part 1 : (Saturday night) / Bopol Mansiamina - AIT (Syllart Records)	1975	Mansiamina, Bopol / Tina, B.M.	
228440009	RS 1731	RS 1731 228440009	Ya ngai mbongo Part 1 / Orch. Emagi. Madjo Abdallah - Polygram	1982	Abdallah, Madjo / Orchestre Emagi	
22844246X	RS 1732	RS 1732 22844246X	Ole Mama Part 1 / Orch. Shika Shika. Moni Mambo - Editions Mau-Mau Afrique/Karura Productions	1981	Monimambo, Jim / Orchestre Shika Shika	
228531659	RS 1750	RS 1750 228531659	Celebration Zigo Part 1 / L'orch. Village Kombe-Kombe Stars - BIEM	1975	Amolo, Mary / Zigo, Coco / Kombe-Kombe Stars	
228532906	RS 1752	RS 1752 228532906	Cido Part 1 / Orch. Virunga (Keep Left). Samba Mapangala - Polygram	1981	Mpangala, Samba / Samba Mapangala & Orchestre Virunga	
228533317	RS 1753	RS 1753 228533317	Célibataire Part 1 / L'orch. Baba National. Ilunga wa Ilunga - AIT Records	1975	wa Ilunga, Ilunga / Orchestre Baba National	
228533813	RS 1754	RS 1754 228533813	Maggy Part 1 / L'orch. Makassy. Seye Cadimoke. Mzee Makassy - AIT Records	1975	Njakumu, Felix G.M. / Cadimoke, Seye / Mzee Makassy / Orchestre Makassy	
228534844	RS 1755	RS 1755 228534844	Tuna (Eliza) Part 1 / Tabu Ley & Orch. Afrisa - Polygram	1985	Ley, Tabu / Afrisa International Orchestra	
228582784	RS 1757	RS 1757 228582784	Bilangwela Part 1 / Bana Likasi. Lovy Longomba - Audio Productions	1984	Longomba, Lovy / Bana Likasi	
228584620	RS 1760	RS 1760 228584620	Kampete Part 1 / Orch. Viva Makale. Kalombo Mwanza (George) - Polygram	1983	Kalombo Mwanza, George / Orchestre Viva Makale	
228585686	RS 1761	RS 1761 228585686	Kamulewa Part 1 / Orch. Les Jaca. Mandefu Wa Mandefu - A.C. Kochomo	1975	Wa Mandefu, Mandefu / Orchestre Les Jaca	
228586305	RS 1762	RS 1762 228586305	Nazonga mboka Part 1 / Orch. Baba National. Baba Gaston - Polygram	1975	Baba Gaston / Orchestre Baba National	
228588286	RS 1765	RS 1765 228588286	Wasi wasi ya nini? : Part 1 / Orch. Bana Ekanga. Nana Akumu - Polygram	1981	Akumu, Nana / Orchestre Bana Ekanga	
228593530	RS 1771	RS 1771 228593530	Sugar Mummy Part 1 / Orch. Viva Makale. Kalombo Mwanza - Audio Productions	1975	Kalombo Mwanza, George / Orchestre Viva Makale	
228594847	RS 1773	RS 1773 228594847	Walter - Part 1 / Orch. Les Mangelepa. Badibanga wa Tshilumba (Kai-Kai) - [Polygram]	1980	Tshilumba, Badibanga wa / Orchestre Les Mangelepa	
228602610	RS 1776	RS 1776 228602610	Atemo Mama Part 1 / L'Orch. Les Mambo Jazz. John Kazungu - AIT Records	1975	Jakomo, Felix / Kazungu, John / Orchestre Les Mambo Jazz	
228652596	RS 1777	RS 1777 228652596	Maggy Part 1 / Orch. Super Vedet.Nkusia Nzuzi - Audio Productions	1980	Nzuzi, Nkusia / Orchestre Super Vedet	
228653762	RS 1778	RS 1778 228653762	Mosese Part 1 / L'Orch. Makassy. Mose Fan Fan - AIT Records	1980	Mose Fan Fan / Orchestre Makassy	
228654637	RS 1780	RS 1780 228654637	Bokilo senga Part 1 / Orch. Conga International. Bokelo Isenge - Melodica	1975	Isenge, Bokelo / Conga Succès	
228662583	RS 1785	RS 1785 228662583	Se maloba Part 1 / Orch. Conga International. Bokelo Isenge - Melodica	1980	Isenge, Bokelo / Conga Succès	
229007961	RS 1794	RS 1794 229007961	Bombanda Part 1 / Dailu Antoine dit Lukoki Diatho - AIT Records	1975	Diatho, Lukoki / Maikano, A.A.	
229117341	RS 1825	RS 1825 229117341	Amba (Part 1) / Orch. Shika Shika. Moni Mambo - Daraja	1981	Monimambo, Jim / Orchestre Shika Shika	
229129471	RS 1832	RS 1832 229129471	Batata baliya / Serenje Kalindula Band - Zambia Music Parlour Ltd.	1975	Khuzwayo, Edward Godfrey / Serenje Kalindula Band	
229202802	RS 1838	RS 1838 229202802	Bana mayo / Spokes Chola - Zambia Music Parlour Ltd.	1975	Chola, Spokes / Khuzwayo, Edward Godfrey	
229439330	RS 1862	RS 1862 229439330	M'Fono yami / Papa Wemba - EMI/Pathé Marconi	1988	Papa Wemba	
229621252	RS 1873	RS 1873 229621252	Mama opikaka pende / Composer Victor Longomba with Orchestra Negro-Succes - His Master's Voice	1961	Longomba, Victor / Orchestre Negro Succes	
229629547	RS 1875	RS 1875 229629547	Nzorba / Orchestre O.K. Jazz - Fiesta	1969	Franco <Musiker> / Tout-Puissant OK Jazz	
22971031X	RS 1882	RS 1882 22971031X	Chants populaires du Congo - Populaire liederen uit Kongo / Les Troubadours du Roi Baudouin - De Troubadours van Koning Boudewijn. Direction générale P. Guido Haazen o.f.m. - Philips	1975	Haazen, P. Guido / Troubadours du Roi Baudouin	
229758673	RS 1898	RS 1898 229758673	K.J. Nawela te / Orchestre Conga Succes - African Records	1968	Conga Succès	
229758932	RS 1899	RS 1899 229758932	Matinda / L'Orchestre O.K. Jazz - ZRC	1968	Tout-Puissant OK Jazz	
229994245	TK 914	TK 914 229994245	Souci / Fede Lawu et Matchatcha - [Maciste Productions]	1985	Lawu, Fédé / Matchatcha	
231087470	CD 153	CD 153 231087470	Ethnophony / FredyMassamba - Skinfama	2010	Massamba, Fredy	
231183364	CD 352	CD 352 231183364	Afro Rock : a collection of rare and unreleased Afro-Beat quarried from across the continent / Includes music by Geraldo Pino ... - Kona Records / Strut Records	2010	Jingo, Ishmael / Beauttah, Steele / Dackino, Dackin / Nkansah, John / Geraldo Pino & The Heartbeats / Mercury Dance Band / K. Frimpong & His Cubano Fiestas / Orchestra Lissanga / Super Mambo Jazz / Fathili & The Yahoos / Bokoor Band	
231743041	TK 1253	TK 1253 231743041	Bluff Wabalonzo / Papa Wemba & Viva la Musica - -	1980	Papa Wemba / Viva la Musica	
246730668	R 002	R 002 246730668	Kongo-Muziek : muziek van de Mpangu / G. Ciparisse - Koninklijk Museum voor Midden-Afrika - Musée Royal de l'Afrique Centrale [u.a.]	1970	Ciparisse, Gérard	
24673549X	R 004	R 004 24673549X	Luba - Shankadi : vocale muziek / P. Tempels - Koninklijk Museum voor Midden-Afrika, Belgische Radio en Televisie	1969	Tempels, Placide	
26134806X	R 008	R 008 26134806X	Musique de l'ancien royaume Kuba / Enregistrements réaliser en Rép. du Zai͏̈re par Benoit Quersin - Disques Ocora (Radio France)	1970	Quersin, Benoit	
261366238	R 019	R 019 261366238	Tango ya ba vieux Kalle / Le Seigneur Rocherau et l'Orchestre African Fiesta National - African	1969	Ley, Tabu / African Fiesta	
265135796	R 045	R 045 265135796	Marie Jeanne / Les Bantous de la Capitale - Sonafric	1976	Les Bantous de la Capitale	
265690439	R 053	R 053 265690439	Franco et l'Orchestre TP OK Jazz / Franco et l'Orchestre TP OK Jazz - African	1974	Franco <Musiker> / Tout-Puissant OK Jazz	
266030793	R 070	R 070 266030793	OK Jazz : vol. 3 / Orch. O. K. Jazz - African	1966	Franco <Musiker> / Tout-Puissant OK Jazz	
267638752	R 138	R 138 267638752	Sons et chants de l'Afrique noire - Sonodisc (Sonafric)	1975		
267684045	R 146	R 146 267684045	Missa Luba et Messe des savannes / Les Troubadours du Roi Baudouin, dirigés par Guido Haazen ; Chorale africaine à 4 voix du Petit Séminaire de Pabré (Haute-Volta), sous la direction de Robert Wedraogho - Philips	1964	Wedraogho, Robert / Haazen, Guido / Troubadours du Roi Baudouin / Chorale Africaine à 4 Voix du Petit Séminaire de Pabré (Haute-Volta)	
26849147X	R 165	R 165 26849147X	Zai͏̈re : musique des Salampasu / Enregistrements Jos Gansemans - Radio France (Ocora)	1981	Gansemans, Jos	
27849725X	R 287	R 287 27849725X	Seigneur Tabu Ley in America : USA & Canada / Le Seigneur Tabu Ley Rochereau avec l'Orchestre Afrisa International - Genidia	1984	Ley, Tabu / Afrisa International Orchestra	
278512011	R 288	R 288 278512011	Tabu Ley et Mbilia Bel / Tabu Ley et Mbilia Bel avec l'Afrisa International - Sonodisc (Genidia)	1983	Ley, Tabu / Bel, M'bilia / Afrisa International Orchestra	
278516726	R 289	R 289 278516726	Mobutu, peuple ba vote yo massivement / Tabu Ley et Mbilia Bell avec l'accompagnement de l'orchestre Afrisa International - Sonodisc (Genidia)	1984	Ley, Tabu / Bel, M'bilia / Afrisa International Orchestra	
278520189	R 290	R 290 278520189	Seigneur Tabu Ley Rochereau / Tabu Ley Rochereau. Orchestre Afrisa - Sonodisc (Genidia)	1985	Ley, Tabu / Afrisa International Orchestra	
279887981	R 291	R 291 279887981	Haffi Déo - l'eau de Dieu : maracas d'or 1985-86 avec l'orchestre AFRISA / Seigneur Tabu Ley Rochereau - Genidia	1985	Ley, Tabu / Afrisa International Orchestra	
279889062	R 292	R 292 279889062	Nadina / Seigneur Tabu Ley, Mbilia Bel, Faya Tess et L'Orchestre Afrisa - Genidia [u.a.]	1987	Ley, Tabu / Bel, M'bilia / Tess, Faya / Afrisa International Orchestra	
280075812	R 301	R 301 280075812	Eternel Docteur Nico [1] / Docteur Nico et l'African Fiesta - African (Sonodisc)	1986	Nico <Docteur> / African Fiesta	
280794576	R 308	R 308 280794576	Los Nickelos / Los Nickelos - African (Sonodisc)	1986	Los Nickelos	
280797028	R 310	R 310 280797028	Les Grands Maquisards / Orchestre Les Grands Maquisards - African (Sonodisc)	1986	Orchestre Les Grands Maquisards	
280797699	R 311	R 311 280797699	Franklin Boukaka / Franklin Boukaka. Cercul Jazz ; Negro Band ; Negro-Succès - African (Sonodisc)	1986	Boukaka, Franklin / Orchestre Cercul Jazz / Orchestre Negro Band / Orchestre Negro Succes	
280798490	R 312	R 312 280798490	Vicky - Kwamy - Edo et l'O.K. Jazz / Orchestre O.K. Jazz. Vicky ; Kwamy ; Edo - African (Sonodisc)	1987	Longomba, Victor / Kwamy / Edo / Tout-Puissant OK Jazz	
280801912	R 313	R 313 280801912	Eternel Docteur Nico [2] / Docteur Nico et l'Orchestre African Fiesta - African (Sonodisc)	1985	Nico <Docteur> / African Fiesta	
284842354	R 320	R 320 284842354	Special 30 ans par le poète Simaro et le Grand Maître Franco / Franco. Lutumba Simaro. Le T.P.O.K. Jazz - African Sun Music	1986	Franco <Musiker> / Simaro <Musiker> / Tout-Puissant OK Jazz	
28484294X	R 321	R 321 28484294X	Furaha ya Bibi : the international Sam Mangwana in Nairobi [[Tonträger]] / Sam Mangwana - ASL (Phonogram)	1984	Mangwana, Sam	
287517365	R 332	R 332 287517365	The sound of Kinshasa : guitar classics from Zaire / Compiled & produced by John Storm Roberts - Original Music	1980	Roberts, John Storm	
287526224	R 345	R 345 287526224	Rochereau et Franco à Paris / Tabu Ley ; Luambo-Makiadi - Sonodisc	1980	Ley, Tabu / Franco <Musiker>	
287531481	R 346	R 346 287531481	Ley, Ley, Seigneur Ley Rochereau / Rochereau Tabu Ley et l'Afrisa International - Sonodisc	1983	Ley, Tabu / Afrisa International Orchestra	
287591530	R 347	R 347 287591530	L'explosive Mbilia Bel avec seigneur Ley Rochereau / Mbilia Bel avec Tabu Ley Rochereau et l'Afrisa International - Sonodisc (Genidia)	1980	Ley, Tabu / Bel, M'bilia / Afrisa International Orchestra	
287591751	R 348	R 348 287591751	Mbilia Bel dans "faux pas" / Mbilia Bel avec Seigneur Rochereau et l'Afrisa International - GENIDIA (Sonodisc)	1983	Ley, Tabu / Bel, M'bilia / Afrisa International Orchestra	
288848020	R 353	R 353 288848020	Resurrection / Le Grand Seigneur Tabu Ley Et Afrisa - Génidia	1986	Ley, Tabu / Afrisa International Orchestra	
288850394	R 355	R 355 288850394	Je m'en fou / Merveilleux Celi Bitsou - Alia Music	1986	Bitsou, Celi	
288850874	R 356	R 356 288850874	Sanza misato / Seigneur Tabu Ley Rochereau. Orchestre Afrisa - Sonodisc (Genidia)	1985	Ley, Tabu / Afrisa International Orchestra	
300629249	R 406	R 406 300629249	Viva la musica / Papa Wemba - R&M - Rythmes et Musique	1985	Papa Wemba	
300631936	R 404	R 404 300631936	Embargo / Aurlus Mabele et le Groupe Loketo - J.I.P. - Jimmy Hoetinou Intern. Production	1985	Mabélé, Aurlus / Loketo	
300634625	R 403	R 403 300634625	Dansez nza wissa : reponse lipapa ya wara / Bozi-Boziana et l'Anti Chock - Anytha-Ngapy	1985	Bozi Boziana / Anti Choc	
300636199	R 402	R 402 300636199	Les "on" dit / Le grand maître Franco - Baniel et Nana et le T.P.O.K. Jazz - Choc (African Sun Music)	1985	Tout-Puissant OK Jazz / Baniel et Nana	
300642989	R 401	R 401 300642989	Keba na moniato / Le Prince Youlou Mabiala et l'Orchestre Kamikaze Loningisa - Flash Diffusion Business	1989	Mabiala, Youlou / Kamikaze Loningisa	
300644728	R 400	R 400 300644728	Patron / Zao - Bleu Caraïbes	1989	Zao	
300645252	R 399	R 399 300645252	Péché de la femme / L'orchestre Choc Stars au grand complet - Bono-Music	1989	Choc Stars	
300645694	R 398	R 398 300645694	La reine du soukous / Abeti - Jimmy Internat. Productions	1989	Abeti	
300646615	R 397	R 397 300646615	N'kolo m'boka / Zai͏̈ko Langa Langa - Tamaris	1989	Zaïko Langa Langa	
300951000	R 408	R 408 300951000	Editions populaires : 10e anniversaire 1965-1975 / Luambo Makiadi et orchestre OK Jazz - African (Sonodisc)	1982	Franco <Musiker> / Tout-Puissant OK Jazz	
300953194	R 409	R 409 300953194	Vol. 3 : (1962 - 1964) Bantous Jazz / Bantous Jazz - African (Sonodisc)	1985	Les Bantous de la Capitale	
300957971	R 412	R 412 300957971	The flying stars / Tshala Muana - Tamaris	1989	Muana, Tshala	
300959567	R 413	R 413 300959567	Longindo ya kassapard / J. P. Buse du Clan Langa Langa - Bono Music	1988	Buse, J. P.	
300960891	R 414	R 414 300960891	Ba gérants ya Mabala - Paka Wewe / Mbilia Bel - Eds. GENIDIA	1984	Bel, M'bilia	
300973926	R 418	R 418 300973926	Le monde à l'envers / Seigneur Tabu Ley Rochereau lance Faya Tess avec l'Orchestre C.M. Afrisa Int'l - Genidia (Sonodisc)	1987	Ley, Tabu / Tess, Faya / Afrisa International Orchestra	
300992238	R 419	R 419 300992238	Meko / Lady Talata - Satel Productions	1985	Lady Talata	
